السنة,الربع,المنطقة,النشاط الاقتصادي - المستوى الثاني,حجم المنشأة,عدد المنشآت المملوكة للمرأة,,,,,,,,,,
2025,3,منطقة الرياض,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,متناهية الصغر,12,,,,,,,,,,
2025,3,منطقة القصيم,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,متناهية الصغر,1,,,,,,,,,,
2025,3,منطقة عسير,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,متناهية الصغر,1,,,,,,,,,,
2025,3,منطقة مكة المكرمة,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,متناهية الصغر,6,,,,,,,,,,
2025,3,منطقة الرياض,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,متوسطة,1,,,,,,,,,,
2025,3,منطقة الرياض,أنشطة الأمن والتحقيقات,صغيرة,1,,,,,,,,,,
2025,3,منطقة تبوك,أنشطة الأمن والتحقيقات,صغيرة,1,,,,,,,,,,
2025,3,منطقة جازان,أنشطة الأمن والتحقيقات,صغيرة,1,,,,,,,,,,
2025,3,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,صغيرة,2,,,,,,,,,,
2025,3,المنطقة الشرقية,أنشطة الأمن والتحقيقات,صغيرة,1,,,,,,,,,,
2025,3,منطقة الرياض,أنشطة الأمن والتحقيقات,صغيرة,3,,,,,,,,,,
2025,3,منطقة عسير,أنشطة الأمن والتحقيقات,صغيرة,1,,,,,,,,,,
2025,3,منطقة مكة المكرمة,أنشطة الأمن والتحقيقات,صغيرة,1,,,,,,,,,,
2025,3,المنطقة الشرقية,أنشطة الأمن والتحقيقات,كبيرة,2,,,,,,,,,,
2025,3,منطقة الرياض,أنشطة الأمن والتحقيقات,كبيرة,1,,,,,,,,,,
2025,3,منطقة عسير,أنشطة الأمن والتحقيقات,كبيرة,1,,,,,,,,,,
2025,3,المنطقة الشرقية,أنشطة الأمن والتحقيقات,متناهية الصغر,7,,,,,,,,,,
