السنة,الربع,المنطقة ,النشاط الاقتصادي - المستوى الثاني,حجم المنشأة,عدد المنشآت المملوكة للمرأة,,,,,,,,,,
2025,4,منطقة عسير,إصلاح وتركيب الآلات والمعدات,متناهية الصغر,1,,,,,,,,,,
2025,4,منطقة مكة المكرمة,إصلاح وتركيب الآلات والمعدات,متناهية الصغر,17,,,,,,,,,,
2025,4,المنطقة الشرقية,إصلاح وتركيب الآلات والمعدات,متوسطة,3,,,,,,,,,,
2025,4,منطقة الرياض,إصلاح وتركيب الآلات والمعدات,متوسطة,2,,,,,,,,,,
2025,4,منطقة عسير,إصلاح وتركيب الآلات والمعدات,متوسطة,2,,,,,,,,,,
2025,4,منطقة مكة المكرمة,إصلاح وتركيب الآلات والمعدات,متوسطة,1,,,,,,,,,,
2025,4,المنطقة الشرقية,إصلاح وتركيب الآلات والمعدات,متوسطة,8,,,,,,,,,,
2025,4,منطقة الرياض,إصلاح وتركيب الآلات والمعدات,متوسطة,12,,,,,,,,,,
2025,4,منطقة القصيم,إصلاح وتركيب الآلات والمعدات,متوسطة,1,,,,,,,,,,
2025,4,منطقة مكة المكرمة,إصلاح وتركيب الآلات والمعدات,متوسطة,8,,,,,,,,,,
2025,4,المنطقة الشرقية,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,صغيرة,4,,,,,,,,,,
2025,4,منطقة الحدود الشمالية,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,صغيرة,1,,,,,,,,,,
2025,4,منطقة الرياض,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,صغيرة,13,,,,,,,,,,
2025,4,منطقة القصيم,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,صغيرة,1,,,,,,,,,,
