السنة,الربع,المنطقة,النشاط الاقتصادي - المستوى الثاني,حجم المنشأة,عدد المنشآت المملوكة للمرأة,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة الخدمات الشخصية الأخرى,متوسطة,18,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة الخدمات الشخصية الأخرى,متوسطة,8,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة الخدمات الشخصية الأخرى,متوسطة,2,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة الخدمات الشخصية الأخرى,متوسطة,4,,,,,,,,,,
2025,2,منطقة القصيم,أنشطة الخدمات الشخصية الأخرى,متوسطة,1,,,,,,,,,,
2025,2,منطقة حائل,أنشطة الخدمات الشخصية الأخرى,متوسطة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة الخدمات الشخصية الأخرى,متوسطة,4,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,14,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,2,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,9,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,31,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,3,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",صغيرة,23,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",كبيرة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,20,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,71,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,4,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,5,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,4,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,7,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,3,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,8,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,44,,,,,,,,,,
2025,2,منطقة نجران,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,4,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,16,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,63,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,3,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متناهية الصغر,39,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متوسطة,4,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متوسطة,2,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",متوسطة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,92,,,,,,,,,,
2025,2,منطقة الباحة,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,1,,,,,,,,,,
2025,2,منطقة الجوف,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,109,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,8,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,20,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,1,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,3,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,4,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,5,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,97,,,,,,,,,,
2025,2,منطقة نجران,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,6,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,9,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة العمل الاجتماعي، دون إقامة",صغيرة,4,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,173,,,,,,,,,,
2025,2,منطقة الباحة,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,6,,,,,,,,,,
2025,2,منطقة الجوف,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,8,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,1069,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,33,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,62,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,14,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,24,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,12,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,29,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,192,,,,,,,,,,
2025,2,منطقة نجران,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,9,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,8,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة العمل الاجتماعي، دون إقامة",متناهية الصغر,4,,,,,,,,,,
2025,2,منطقة الباحة,"أنشطة العمل الاجتماعي، دون إقامة",متوسطة,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة العمل الاجتماعي، دون إقامة",متوسطة,4,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة العمل الاجتماعي، دون إقامة",متوسطة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة العمل الاجتماعي، دون إقامة",متوسطة,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة العمل الاجتماعي، دون إقامة",متوسطة,3,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة العمل الاجتماعي، دون إقامة",متوسطة,1,,,,,,,,,,
2025,2,منطقة المدينة المنورة,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,صغيرة,1,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,متناهية الصغر,11,,,,,,,,,,
2025,2,منطقة القصيم,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة جازان,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,متوسطة,2,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,10,,,,,,,,,,
2025,2,منطقة الباحة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,2,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,28,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,3,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,2,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,2,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,15,,,,,,,,,,
2025,2,منطقة الجوف,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,18,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,2,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,1,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,1,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,1,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",صغيرة,23,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",كبيرة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",كبيرة,2,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",كبيرة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,114,,,,,,,,,,
2025,2,منطقة الباحة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,28,,,,,,,,,,
2025,2,منطقة الجوف,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,24,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,16,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,2059,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,81,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,35,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,19,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,29,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,83,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,38,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,204,,,,,,,,,,
2025,2,منطقة نجران,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,64,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,20,,,,,,,,,,
2025,2,منطقة الباحة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,53,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متناهية الصغر,20,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متوسطة,2,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متوسطة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متوسطة,6,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متوسطة,5,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متوسطة,3,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل ",متوسطة,2,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",صغيرة,6,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",صغيرة,30,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",صغيرة,11,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",صغيرة,3,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",صغيرة,32,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",صغيرة,11,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",كبيرة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,34,,,,,,,,,,
2025,2,منطقة الجوف,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,3,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,314,,,,,,,,,,
2025,2,منطقة القصيم,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,6,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,10,,,,,,,,,,
2025,2,منطقة تبوك,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,7,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,4,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,4,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,3,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,84,,,,,,,,,,
2025,2,منطقة نجران,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,4,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,77,,,,,,,,,,
2025,2,منطقة المدينة المنورة,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة جازان,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة حائل,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة عسير,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متناهية الصغر,10,,,,,,,,,,
2025,2,المنطقة الشرقية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متوسطة,1,,,,,,,,,,
2025,2,منطقة الرياض,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متوسطة,3,,,,,,,,,,
2025,2,منطقة مكة المكرمة,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",متوسطة,2,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,صغيرة,2,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,8,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,10,,,,,,,,,,
2025,2,منطقة القصيم,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة المدينة المنورة,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,9,,,,,,,,,,
2025,2,منطقة تبوك,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة جازان,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة حائل,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة عسير,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,5,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,14,,,,,,,,,,
2025,2,منطقة نجران,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,متناهية الصغر,1,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة المنظمات ذات العضوية,صغيرة,1,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المنظمات ذات العضوية,صغيرة,14,,,,,,,,,,
2025,2,منطقة تبوك,أنشطة المنظمات ذات العضوية,صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة المنظمات ذات العضوية,صغيرة,2,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المنظمات ذات العضوية,صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة المنظمات ذات العضوية,صغيرة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة المنظمات ذات العضوية,متناهية الصغر,11,,,,,,,,,,
2025,2,منطقة الجوف,أنشطة المنظمات ذات العضوية,متناهية الصغر,3,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المنظمات ذات العضوية,متناهية الصغر,1555,,,,,,,,,,
2025,2,منطقة القصيم,أنشطة المنظمات ذات العضوية,متناهية الصغر,13,,,,,,,,,,
2025,2,منطقة المدينة المنورة,أنشطة المنظمات ذات العضوية,متناهية الصغر,16,,,,,,,,,,
2025,2,منطقة تبوك,أنشطة المنظمات ذات العضوية,متناهية الصغر,8,,,,,,,,,,
2025,2,منطقة جازان,أنشطة المنظمات ذات العضوية,متناهية الصغر,13,,,,,,,,,,
2025,2,منطقة حائل,أنشطة المنظمات ذات العضوية,متناهية الصغر,33,,,,,,,,,,
2025,2,منطقة عسير,أنشطة المنظمات ذات العضوية,متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة المنظمات ذات العضوية,متناهية الصغر,39,,,,,,,,,,
2025,2,منطقة نجران,أنشطة المنظمات ذات العضوية,متناهية الصغر,5,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة المنظمات ذات العضوية,متناهية الصغر,18,,,,,,,,,,
2025,2,منطقة حائل,أنشطة المنظمات ذات العضوية,متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة المنظمات ذات العضوية,متناهية الصغر,5,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة المنظمات والهيئات غير الخاضعة للولاية القضائية الوطنية,متناهية الصغر,1,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة النشر,صغيرة,5,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة النشر,صغيرة,8,,,,,,,,,,
2025,2,منطقة القصيم,أنشطة النشر,صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة النشر,صغيرة,2,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة النشر,صغيرة,3,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة النشر,صغيرة,8,,,,,,,,,,
2025,2,منطقة المدينة المنورة,أنشطة النشر,صغيرة,1,,,,,,,,,,
2025,2,منطقة مكة المكرمة,أنشطة النشر,صغيرة,1,,,,,,,,,,
2025,2,المنطقة الشرقية,أنشطة النشر,متناهية الصغر,17,,,,,,,,,,
2025,2,منطقة الباحة,أنشطة النشر,متناهية الصغر,2,,,,,,,,,,
2025,2,منطقة الجوف,أنشطة النشر,متناهية الصغر,3,,,,,,,,,,
2025,2,منطقة الحدود الشمالية,أنشطة النشر,متناهية الصغر,1,,,,,,,,,,
2025,2,منطقة الرياض,أنشطة النشر,متناهية الصغر,94,,,,,,,,,,
2025,2,منطقة القصيم,أنشطة النشر,متناهية الصغر,4,,,,,,,,,,
2025,2,منطقة المدينة المنورة,أنشطة النشر,متناهية الصغر,7,,,,,,,,,,
2025,2,منطقة جازان,أنشطة النشر,متناهية الصغر,2,,,,,,,,,,
